City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,Caravelas,-17.7125,-39.2481,75.18,69,2,7.23,BR,2022-07-21 19:19:26
296,Comodoro Rivadavia,-45.8667,-67.5,46.26,29,40,26.46,AR,2022-07-21 19:19:26
297,Avera,33.194,-82.5271,84.25,52,100,12.8,US,2022-07-21 19:19:26
298,Garden City,42.3256,-83.331,92.64,39,20,16.11,US,2022-07-21 19:19:27
299,Dingle,10.9995,122.6711,77.4,91,100,5.86,PH,2022-07-21 19:19:27
300,Weyburn,49.6668,-103.8511,77.22,38,3,12.66,CA,2022-07-21 19:19:27
301,Kjollefjord,70.9457,27.3465,57.25,96,100,5.06,NO,2022-07-21 19:19:28
302,Wattegama,6.7989,81.4808,75.29,92,99,4.12,LK,2022-07-21 19:19:28
303,Kalavad,22.2167,70.3833,80.35,82,100,11.7,IN,2022-07-21 19:19:28
304,Baiao,-2.7906,-49.6717,87.48,50,92,1.7,BR,2022-07-21 19:19:29
305,South Houston,29.663,-95.2355,102.18,52,40,10.36,US,2022-07-21 19:19:29
306,Dyersburg,36.0345,-89.3856,94.28,46,0,10.36,US,2022-07-21 19:19:29
307,Malakal,9.5334,31.6605,72.75,85,100,3.09,SS,2022-07-21 19:19:30
308,Tuktoyaktuk,69.4541,-133.0374,53.6,94,100,8.05,CA,2022-07-21 19:19:30
309,Crixas,-14.5489,-49.9692,91.11,21,6,5.59,BR,2022-07-21 19:19:30
310,Mutsu,41.2894,141.2169,67.39,93,100,3.58,JP,2022-07-21 19:19:31
311,Hambantota,6.1241,81.1185,79.38,81,100,18.34,LK,2022-07-21 19:19:31
312,Camacha,33.0833,-16.3333,69.22,68,75,13.8,PT,2022-07-21 19:19:31
313,Aleksandriya,45.0947,43.2456,69.91,59,20,12.59,RU,2022-07-21 19:19:32
314,Aquidauana,-20.4711,-55.7872,94.46,19,21,9.51,BR,2022-07-21 19:17:15
315,La Paz,-16.5,-68.15,66.18,10,75,4.61,BO,2022-07-21 19:19:32
316,Foumban,5.7291,10.9001,64.09,95,99,2.26,CM,2022-07-21 19:19:32
317,Namibe,-15.1961,12.1522,63.7,87,47,2.39,AO,2022-07-21 19:19:33
318,Zhanakorgan,43.9098,67.2495,93.58,16,3,8.41,KZ,2022-07-21 19:17:16
319,Altay,47.8667,88.1167,60.04,62,71,3.18,CN,2022-07-21 19:19:33
320,Urumqi,43.801,87.6005,74.35,29,0,8.95,CN,2022-07-21 19:18:48
321,Auki,-8.7676,160.7034,76.64,89,99,3.11,SB,2022-07-21 19:19:34
322,Bambous Virieux,-20.3428,57.7575,70.05,83,40,16.11,MU,2022-07-21 19:19:34
323,Salalah,17.0151,54.0924,77.09,94,100,6.91,OM,2022-07-21 19:19:34
324,Palmeira Das Missoes,-27.8994,-53.3136,72.16,76,82,8.37,BR,2022-07-21 19:19:35
325,Port Lincoln,-34.7333,135.8667,54.43,71,100,19.73,AU,2022-07-21 19:20:35
326,Amurzet,47.6967,131.0981,61.38,96,55,5.75,RU,2022-07-21 19:20:35
327,Santa Maria,-29.6842,-53.8069,76.06,73,100,5.46,BR,2022-07-21 19:18:19
328,Gorontalo,0.5412,123.0595,74.34,94,16,2.17,ID,2022-07-21 19:20:36
329,Yatou,37.15,122.3833,69.6,87,0,5.84,CN,2022-07-21 19:20:36
330,Sitka,57.0531,-135.33,55.29,88,100,0.0,US,2022-07-21 19:20:37
331,Peleduy,59.6289,112.7406,61.02,84,100,1.66,RU,2022-07-21 19:20:37
332,Thunder Bay,48.4001,-89.3168,82.31,36,40,14.97,CA,2022-07-21 19:16:06
333,Estelle,29.8458,-90.1067,93.0,62,75,6.91,US,2022-07-21 19:20:37
334,Zheleznodorozhnyy,55.7503,38.0042,63.01,74,93,11.27,RU,2022-07-21 19:20:38
335,Ayan,56.45,138.1667,56.88,96,100,5.86,RU,2022-07-21 19:20:38
336,Teya,60.3778,92.6267,52.23,94,47,2.95,RU,2022-07-21 19:20:38
337,Meulaboh,4.1363,96.1285,78.13,83,100,4.7,ID,2022-07-21 19:20:39
338,Djibo,14.1022,-1.6306,89.06,48,40,6.85,BF,2022-07-21 19:20:39
339,Zhuhai,22.2769,113.5678,86.86,84,20,4.61,CN,2022-07-21 19:20:39
340,Mocuba,-16.8392,36.9856,63.9,85,4,3.96,MZ,2022-07-21 19:20:40
341,La Palma,33.8464,-118.0467,97.74,54,40,8.05,US,2022-07-21 19:20:40
342,Pakokku,21.3333,95.1,85.86,70,100,4.36,MM,2022-07-21 19:20:40
343,Nkowakowa,-23.8878,30.2871,60.69,80,25,3.18,ZA,2022-07-21 19:20:41
344,Gonzalez,30.5816,-87.2914,91.54,74,0,9.22,US,2022-07-21 19:20:41
345,Khromtau,50.2503,58.4347,66.0,48,84,8.99,KZ,2022-07-21 19:20:41
346,Trincomalee,8.5711,81.2335,78.98,86,92,9.98,LK,2022-07-21 19:19:45
347,Mansa,29.9833,75.3833,81.55,82,100,6.76,IN,2022-07-21 19:20:42
348,Alofi,-19.0595,-169.9187,66.09,100,5,3.44,NU,2022-07-21 19:20:42
349,Khandyga,62.6667,135.6,65.17,75,69,3.98,RU,2022-07-21 19:20:43
350,Barinas,8.6226,-70.2075,73.44,100,78,4.61,VE,2022-07-21 19:20:43
351,Saldanha,-33.0117,17.9442,48.25,75,93,8.86,ZA,2022-07-21 19:20:43
352,Lokosovo,61.1333,74.8167,53.2,76,35,7.87,RU,2022-07-21 19:20:44
353,Faya,18.3851,42.4509,69.91,53,77,3.71,SA,2022-07-21 19:20:44
354,Mormugao,15.4,73.8,79.11,84,99,8.75,IN,2022-07-21 19:20:44
355,Mnogovershinnyy,53.9353,139.9242,50.81,97,100,4.38,RU,2022-07-21 19:20:45
356,Along,28.1667,94.7667,74.95,99,100,1.54,IN,2022-07-21 19:20:45
357,Krasne,49.9145,24.6134,65.75,62,0,4.09,UA,2022-07-21 19:20:46
358,Akdagmadeni,39.6603,35.8836,54.01,81,0,3.74,TR,2022-07-21 19:20:46
359,Kourou,5.1552,-52.6478,87.85,73,52,6.42,GF,2022-07-21 19:20:46
360,Jasper,37.2001,-94.3502,104.88,22,0,3.0,US,2022-07-21 19:20:47
361,Tual,-5.6667,132.75,78.44,71,86,18.05,ID,2022-07-21 19:20:47
362,Menongue,-14.6585,17.691,57.76,35,5,4.59,AO,2022-07-21 19:20:47
363,Zalantun,48.0,122.7167,66.18,77,0,5.35,CN,2022-07-21 19:20:48
364,Chumikan,54.7183,135.315,52.14,100,100,1.45,RU,2022-07-21 19:20:48
365,Mocajuba,-2.5842,-49.5072,85.12,59,98,1.3,BR,2022-07-21 19:20:48
366,Ambilobe,-13.2,49.05,66.9,70,9,5.97,MG,2022-07-21 19:20:49
367,Aklavik,68.2191,-135.0107,64.4,68,75,6.91,CA,2022-07-21 19:21:49
368,Saint-Pierre,-21.3393,55.4781,65.88,74,75,5.75,RE,2022-07-21 19:21:50
369,Alakurtti,66.9672,30.3491,65.57,70,92,3.89,RU,2022-07-21 19:21:50
370,Kurchum,48.5722,83.6542,69.28,52,100,10.13,KZ,2022-07-21 19:21:50
371,Isla Vista,34.4133,-119.861,91.26,44,30,8.61,US,2022-07-21 19:21:51
372,Eureka,40.8021,-124.1637,82.67,84,68,7.0,US,2022-07-21 19:21:51
373,Saint-Louis,16.3333,-15.0,96.44,40,92,4.61,SN,2022-07-21 19:21:51
374,Juneau,58.3019,-134.4197,57.22,98,100,10.36,US,2022-07-21 19:21:52
375,Bagotville,-28.9833,153.4167,58.86,99,100,16.58,AU,2022-07-21 19:21:52
376,Poshekhonye,58.4993,39.1353,58.05,86,5,5.93,RU,2022-07-21 19:21:52
377,Broken Hill,-31.95,141.4333,45.64,87,8,10.45,AU,2022-07-21 19:19:20
378,At-Bashi,41.1702,75.8106,62.94,35,0,4.85,KG,2022-07-21 19:21:53
379,Keetmanshoop,-26.5833,18.1333,63.68,27,0,8.5,NA,2022-07-21 19:21:53
380,Lixourion,38.2019,20.4314,84.2,45,0,10.36,GR,2022-07-21 19:21:53
381,Sechura,-5.5569,-80.8222,73.76,55,48,13.71,PE,2022-07-21 19:21:54
382,Yar-Sale,66.8333,70.8333,46.42,76,100,12.26,RU,2022-07-21 19:21:54
383,Toora-Khem,52.4675,96.11,54.0,54,100,0.98,RU,2022-07-21 19:21:54
384,Villeneuve-Sur-Lot,44.5,0.6667,82.45,53,5,4.29,FR,2022-07-21 19:21:55
385,Samarai,-10.6167,150.6667,79.25,82,53,7.49,PG,2022-07-21 19:21:55
386,Dunhua,43.3725,128.2425,61.57,95,100,2.15,CN,2022-07-21 19:21:55
387,Sandane,61.7728,6.215,59.56,72,75,13.8,NO,2022-07-21 19:21:56
388,Barguzin,53.6167,109.6167,58.69,94,100,2.86,RU,2022-07-21 19:21:56
389,Luanda,-8.8368,13.2343,67.98,86,89,12.06,AO,2022-07-21 19:19:35
390,Nantucket,41.2835,-70.0995,82.51,86,100,13.8,US,2022-07-21 19:21:57
391,Quatre Cocos,-20.2078,57.7625,69.91,71,93,20.74,MU,2022-07-21 19:21:57
392,Petropavlovsk-Kamchatskiy,53.0452,158.6483,57.79,100,75,2.24,RU,2022-07-21 19:21:53
393,Leningradskiy,69.3833,178.4167,34.25,99,100,11.9,RU,2022-07-21 19:21:57
394,Taitung,22.7583,121.1444,81.66,70,5,4.23,TW,2022-07-21 19:21:58
395,Pangoa,-12.1167,-73.0,86.52,44,1,4.99,PE,2022-07-21 19:21:58
396,Tura,25.5198,90.2201,75.7,94,100,4.0,IN,2022-07-21 19:21:58
397,Paragominas,-2.9667,-47.4833,89.11,39,9,2.75,BR,2022-07-21 19:21:59
398,Durban,-29.8579,31.0292,66.92,86,100,4.0,ZA,2022-07-21 19:21:59
399,Jega,12.2175,4.3792,83.32,60,70,8.12,NG,2022-07-21 19:21:59
400,San Angelo,31.4638,-100.437,98.82,36,0,12.66,US,2022-07-21 19:22:00
401,Touros,-5.1989,-35.4608,80.42,72,100,11.61,BR,2022-07-21 19:22:00
402,Herat,34.5,62.0,86.31,10,0,15.14,AF,2022-07-21 19:22:00
403,Guilin,25.2819,110.2864,77.11,95,1,1.81,CN,2022-07-21 19:22:01
404,Montbrison,45.6667,4.0833,82.74,40,0,6.69,FR,2022-07-21 19:22:01
405,Hammerfest,70.6634,23.6821,52.25,100,75,13.8,NO,2022-07-21 19:22:01
406,Porto Novo,6.4965,2.6036,75.78,78,27,9.33,BJ,2022-07-21 19:21:25
407,San Cristobal,7.7669,-72.225,80.78,53,77,7.56,VE,2022-07-21 19:22:02
408,Litovko,49.2361,135.1742,58.01,91,38,7.09,RU,2022-07-21 19:22:02
409,Douglas,41.3,-96.167,92.28,41,0,6.91,US,2022-07-21 19:22:03
410,Angoram,-4.0625,144.0661,72.66,99,97,1.97,PG,2022-07-21 19:23:03
411,Roald,62.5833,6.1333,59.16,93,75,6.91,NO,2022-07-21 19:23:04
412,Griffith,41.5284,-87.4237,93.13,51,40,16.11,US,2022-07-21 19:23:04
413,Hope,33.6671,-93.5916,98.65,26,72,5.32,US,2022-07-21 19:19:20
414,Saint George,37.1041,-113.5841,108.79,14,0,5.75,US,2022-07-21 19:23:04
415,Hokitika,-42.7167,170.9667,40.08,71,0,7.31,NZ,2022-07-21 19:23:05
416,Quzhou,28.9594,118.8686,81.7,81,98,2.89,CN,2022-07-21 19:23:05
417,Nizwa,22.9333,57.5333,88.29,67,100,2.48,OM,2022-07-21 19:23:05
418,Vestmannaeyjar,63.4427,-20.2734,50.99,100,100,8.05,IS,2022-07-21 19:20:34
419,Mahajanga,-15.7167,46.3167,71.62,56,20,5.75,MG,2022-07-21 19:23:06
420,Praia,14.9215,-23.5087,79.34,73,75,10.36,CV,2022-07-21 19:23:06
421,Manggar,-2.8833,108.2667,81.95,78,100,10.47,ID,2022-07-21 19:23:07
422,Bandarbeyla,9.4942,50.8122,75.88,82,45,28.52,SO,2022-07-21 19:23:07
423,Fianarantsoa,-21.4333,47.0833,47.41,98,8,3.69,MG,2022-07-21 19:23:07
424,Maceio,-9.6658,-35.7353,78.24,78,75,6.91,BR,2022-07-21 19:23:08
425,Verkhnyaya Inta,65.9811,60.3094,47.71,63,0,6.98,RU,2022-07-21 19:23:08
426,Kodinsk,58.6881,99.1844,53.96,95,6,3.58,RU,2022-07-21 19:23:08
427,Udachnyy,66.4167,112.4,48.45,100,100,1.34,RU,2022-07-21 19:23:09
428,Whitecourt,54.1502,-115.6855,78.04,29,40,12.66,CA,2022-07-21 19:23:09
429,Erenhot,43.6475,111.9767,76.6,35,100,24.2,CN,2022-07-21 19:23:09
430,Yangjiang,21.85,111.9667,79.95,86,18,2.06,CN,2022-07-21 19:23:10
431,Naivasha,-0.7167,36.4359,57.11,76,100,5.17,KE,2022-07-21 19:23:10
432,High Level,58.5169,-117.136,57.31,94,100,11.5,CA,2022-07-21 19:20:41
433,Chinhoyi,-17.3667,30.2,59.74,63,72,0.81,ZW,2022-07-21 19:23:10
434,Chapais,49.7834,-74.8492,67.78,88,100,14.18,CA,2022-07-21 19:23:11
435,San Patricio,28.017,-97.5169,97.52,38,5,19.71,US,2022-07-21 19:19:41
436,Xiaoshi,41.2971,124.1209,66.6,95,100,1.34,CN,2022-07-21 19:23:11
437,Makakilo City,21.3469,-158.0858,79.12,68,75,16.11,US,2022-07-21 19:19:23
438,Boromo,11.75,-2.9333,81.81,65,38,3.74,BF,2022-07-21 19:23:12
439,Plomarion,38.9767,26.3681,80.56,51,0,10.13,GR,2022-07-21 19:23:12
440,Maragogi,-9.0122,-35.2225,76.23,83,70,11.72,BR,2022-07-21 19:21:08
441,Cam Ranh,11.9214,109.1591,76.96,88,20,3.44,VN,2022-07-21 19:23:12
442,Kiunga,-6.1219,141.2906,72.55,100,100,1.63,PG,2022-07-21 19:23:13
443,Bartica,6.4,-58.6167,86.32,84,42,3.6,GY,2022-07-21 19:23:13
444,Tangshan,39.6333,118.1833,73.87,78,22,5.48,CN,2022-07-21 19:23:13
445,Klaksvik,62.2266,-6.589,52.72,88,12,9.4,FO,2022-07-21 19:23:14
446,Lagdo,9.05,13.7333,77.29,79,97,3.76,CM,2022-07-21 19:23:14
447,Dunedin,-45.8742,170.5036,46.8,82,100,4.0,NZ,2022-07-21 19:23:15
448,Jiehu,35.5428,118.455,72.68,82,0,4.12,CN,2022-07-21 19:23:15
449,Darhan,49.4867,105.9228,54.97,95,100,2.33,MN,2022-07-21 19:23:15
450,Mulbagal,13.1667,78.4,75.69,72,98,6.93,IN,2022-07-21 19:23:16
451,Atar,20.5169,-13.0499,101.75,23,5,14.43,MR,2022-07-21 19:23:16
452,Kavieng,-2.5744,150.7967,81.19,79,100,11.36,PG,2022-07-21 19:23:16
453,Carauari,-4.8828,-66.8958,92.34,43,39,1.16,BR,2022-07-21 19:23:17
454,Okha,53.5739,142.9478,54.18,94,99,10.0,RU,2022-07-21 19:23:17
455,Concordia,-31.393,-58.0209,68.79,79,100,11.99,AR,2022-07-21 19:23:17
456,Usinsk,65.9939,57.5281,49.48,58,0,11.92,RU,2022-07-21 19:23:18
457,Khuzdar,27.7384,66.6434,81.37,69,98,5.32,PK,2022-07-21 19:23:18
458,Coquimbo,-29.9533,-71.3436,55.13,82,100,8.05,CL,2022-07-21 19:23:17
459,Camana,-16.6228,-72.7111,61.99,79,100,6.49,PE,2022-07-21 19:24:19
460,Richards Bay,-28.783,32.0377,64.76,91,39,4.38,ZA,2022-07-21 19:22:46
461,Vila,42.0304,-8.1588,73.71,61,2,4.27,PT,2022-07-21 19:24:19
462,Velikooktyabrskiy,57.4333,33.8159,55.78,93,0,5.17,RU,2022-07-21 19:24:19
463,Waipawa,-41.4122,175.5153,44.8,71,100,15.5,NZ,2022-07-21 19:24:20
464,Belgrade,44.804,20.4651,86.7,50,0,4.61,RS,2022-07-21 19:24:20
465,Miles City,46.4083,-105.8406,92.37,19,0,11.5,US,2022-07-21 19:24:20
466,Dodola,6.9833,39.1833,53.49,92,77,4.65,ET,2022-07-21 19:24:21
467,Srednekolymsk,67.45,153.6833,46.0,57,0,6.29,RU,2022-07-21 19:24:21
468,Selma,36.5708,-119.6121,100.63,22,0,5.75,US,2022-07-21 19:23:18
469,Conceicao Do Araguaia,-8.2578,-49.2647,95.61,19,5,5.08,BR,2022-07-21 19:24:21
470,Tygda,53.1167,126.3333,60.69,87,31,4.18,RU,2022-07-21 19:24:22
471,Korla,41.7597,86.1469,77.76,31,0,2.08,CN,2022-07-21 19:24:22
472,Chancay,-11.5714,-77.2672,64.69,74,22,9.57,PE,2022-07-21 19:24:22
473,Rawson,-43.3002,-65.1023,48.61,42,100,21.32,AR,2022-07-21 19:24:23
474,Payo,-3.7508,103.6372,72.27,95,60,2.66,ID,2022-07-21 19:24:23
475,Gorom-Gorom,14.4439,-0.2361,89.46,46,45,4.38,BF,2022-07-21 19:24:23
476,Beloha,-25.1667,45.05,64.51,86,5,5.28,MG,2022-07-21 19:24:24
477,Bermeo,43.4209,-2.7215,76.41,78,4,6.29,ES,2022-07-21 19:24:24
478,Buraydah,26.326,43.975,100.85,10,10,9.82,SA,2022-07-21 19:24:25
479,Palmer,42.1584,-72.3287,91.44,60,75,18.41,US,2022-07-21 19:24:25
480,Muisne,0.6,-80.0333,74.7,81,100,11.07,EC,2022-07-21 19:22:12
481,Port Hueneme,34.1478,-119.1951,100.2,65,0,11.5,US,2022-07-21 19:24:25
482,Souillac,-20.5167,57.5167,70.18,83,40,16.11,MU,2022-07-21 19:24:26
483,Constitucion,-35.3333,-72.4167,59.5,70,4,10.58,CL,2022-07-21 19:24:26
484,Preobrazheniye,42.9019,133.9064,63.73,97,100,7.23,RU,2022-07-21 19:24:26
485,Nouadhibou,20.931,-17.0347,75.18,83,61,11.5,MR,2022-07-21 19:24:27
486,Kirakira,-10.4544,161.9205,78.71,85,94,3.67,SB,2022-07-21 19:24:27
487,Veracruz,19.3333,-96.6667,88.86,43,7,6.24,MX,2022-07-21 19:21:34
488,Stornoway,58.2093,-6.3865,56.03,76,75,3.44,GB,2022-07-21 19:24:28
489,Havre,49.5833,0.3333,72.19,64,0,8.05,FR,2022-07-21 19:24:28
490,Miraflores,19.2167,-98.8083,78.03,28,20,3.76,MX,2022-07-21 19:24:28
491,Preeceville,51.95,-102.6677,72.34,52,24,18.88,CA,2022-07-21 19:24:28
492,Challapata,-18.9,-66.7667,56.32,15,70,6.87,BO,2022-07-21 19:24:29
493,Katsuura,35.1333,140.3,78.1,92,93,14.83,JP,2022-07-21 19:24:29
494,Jagtial,18.8,78.9333,77.11,87,100,4.41,IN,2022-07-21 19:24:29
495,Tatarsk,55.219,75.9828,58.3,93,17,11.68,RU,2022-07-21 19:24:30
496,Bengkulu,-3.8004,102.2655,75.2,92,77,4.0,ID,2022-07-21 19:24:30
497,Gizo,-8.103,156.8419,81.0,79,72,6.49,SB,2022-07-21 19:24:30
498,Aktas,49.7789,72.9608,58.75,56,0,3.58,KZ,2022-07-21 19:24:31
499,Parkes,-33.1333,148.1833,46.53,83,9,7.83,AU,2022-07-21 19:24:31
500,Talnakh,69.4865,88.3972,49.21,88,17,6.44,RU,2022-07-21 19:24:32
501,Tayoltita,24.0833,-105.9333,92.34,38,3,7.05,MX,2022-07-21 19:24:32
502,Ust-Omchug,61.15,149.6333,58.71,70,79,4.45,RU,2022-07-21 19:24:32
503,Alibag,18.6411,72.8792,80.67,86,100,6.31,IN,2022-07-21 19:24:33
504,Okakarara,-20.5833,17.4333,56.32,32,0,5.99,NA,2022-07-21 19:24:33
505,Mossendjo,-2.9506,12.7261,71.91,74,33,1.9,CG,2022-07-21 19:25:33
506,Hobyo,5.3505,48.5268,76.19,83,62,23.35,SO,2022-07-21 19:25:34
507,North Bend,43.4065,-124.2243,67.15,83,100,9.22,US,2022-07-21 19:25:34
508,Naters,46.3254,7.9891,74.77,83,42,0.92,CH,2022-07-21 19:25:34
509,Goundam,16.4145,-3.6708,94.17,37,24,9.4,ML,2022-07-21 19:25:35
510,Mari-Turek,56.7895,49.6235,58.1,83,0,3.83,RU,2022-07-21 19:25:35
511,Wlodawa,51.55,23.55,71.94,75,6,4.32,PL,2022-07-21 19:25:35
512,La Orilla,17.9833,-102.2333,89.04,62,22,9.51,MX,2022-07-21 19:25:36
513,Williams Lake,52.1415,-122.1445,85.05,27,20,3.0,CA,2022-07-21 19:25:36
514,Dracena,-21.4843,-51.535,88.74,19,6,10.58,BR,2022-07-21 19:25:36
515,Qaqortoq,60.7167,-46.0333,50.92,78,9,6.29,GL,2022-07-21 19:25:37
516,A Coruna,43.3713,-8.396,72.45,83,75,15.99,ES,2022-07-21 19:24:53
517,Saint Marys,30.7305,-81.5465,95.02,58,75,11.5,US,2022-07-21 19:25:37
518,Nadym,65.5333,72.5167,47.3,69,100,5.03,RU,2022-07-21 19:25:37
519,Hernani,43.2662,-1.9762,74.93,75,20,4.0,ES,2022-07-21 19:25:38
520,Alyangula,-13.8483,136.4192,66.58,67,93,10.92,AU,2022-07-21 19:25:38
521,Puerto Madryn,-42.7692,-65.0385,49.37,36,100,14.79,AR,2022-07-21 19:23:33
522,Bahawalpur,29.4,71.6833,81.3,75,100,6.98,PK,2022-07-21 19:25:39
523,Mackenzie,55.2999,-123.1698,70.02,35,20,8.05,CA,2022-07-21 19:25:39
524,Henties Bay,-22.116,14.2845,58.39,73,0,6.89,NA,2022-07-21 19:25:39
525,Waddan,29.1614,16.139,85.05,32,0,15.93,LY,2022-07-21 19:25:40
526,Lamar,33.6668,-95.5836,89.58,34,100,6.04,US,2022-07-21 19:25:40
527,Ouallam,14.3188,2.0866,90.55,43,94,5.59,NE,2022-07-21 19:25:40
528,Campoverde,-8.4753,-74.8058,89.29,39,91,0.65,PE,2022-07-21 19:25:40
529,Odweyne,9.4092,45.064,72.05,45,6,17.36,SO,2022-07-21 19:25:41
530,Shimoda,34.6667,138.95,75.11,87,13,7.02,JP,2022-07-21 19:25:41
531,Tuxtepec,18.1,-96.1167,90.1,60,89,3.98,MX,2022-07-21 19:25:41
532,Onda,39.9667,-0.25,84.15,66,0,3.89,ES,2022-07-21 19:25:42
533,Elizabeth City,36.2946,-76.2511,91.99,71,40,14.97,US,2022-07-21 19:25:42
534,Pomabamba,-8.8333,-77.4667,63.54,28,31,6.06,PE,2022-07-21 19:25:42
535,Joshimath,30.5667,79.5667,70.9,94,100,1.41,IN,2022-07-21 19:25:43
536,Roebourne,-20.7833,117.1333,69.4,85,0,7.0,AU,2022-07-21 19:25:43
537,Brae,60.3964,-1.353,52.32,80,10,11.9,GB,2022-07-21 19:25:43
538,Ola,59.5833,151.2833,64.15,84,61,1.45,RU,2022-07-21 19:25:44
539,Tete,-16.1564,33.5867,78.89,44,40,9.22,MZ,2022-07-21 19:25:44
540,Shubarshi,48.5872,57.1869,77.85,28,100,9.98,KZ,2022-07-21 19:25:44
541,Kurilsk,45.2333,147.8833,52.72,97,100,10.8,RU,2022-07-21 19:25:45
542,Muzaffarabad,34.37,73.4711,77.05,94,100,1.79,PK,2022-07-21 19:25:45
543,Abu Samrah,35.3029,37.1841,79.0,46,0,12.97,SY,2022-07-21 19:25:45
544,Mettur,11.8,77.8,81.5,75,100,1.74,IN,2022-07-21 19:25:46
545,Simao,22.7886,100.9748,65.48,97,100,1.9,CN,2022-07-21 19:25:46
546,Sibu,2.3,111.8167,77.31,88,40,1.14,MY,2022-07-21 19:25:46
547,Moville,42.4889,-96.0725,91.04,18,0,11.43,US,2022-07-21 19:25:47
548,Oxford,51.7522,-1.256,72.18,65,75,9.22,GB,2022-07-21 19:25:47
549,Gigmoto,13.7796,124.39,81.45,85,26,7.05,PH,2022-07-21 19:25:47
550,Sehithwa,-20.4667,22.7167,67.05,36,100,5.28,BW,2022-07-21 19:25:48
551,Breytovo,58.2993,37.8617,62.02,81,4,8.32,RU,2022-07-21 19:25:48
552,Bara,10.3744,10.7288,77.74,71,87,3.51,NG,2022-07-21 19:25:48
553,Nome,64.5011,-165.4064,46.47,87,100,9.22,US,2022-07-21 19:25:52
554,Pangnirtung,66.1451,-65.7125,44.6,100,75,8.05,CA,2022-07-21 19:26:49
555,Luquillo,18.3725,-65.7166,82.9,89,100,6.91,PR,2022-07-21 19:26:49
556,Ekhabi,53.5102,142.9671,54.12,94,100,10.33,RU,2022-07-21 19:26:49
557,Benton Harbor,42.1167,-86.4542,90.25,48,20,16.11,US,2022-07-21 19:22:49
558,Stokmarknes,68.5646,14.9108,55.38,76,100,12.66,NO,2022-07-21 19:26:50
559,Kuantan,3.8077,103.326,77.11,88,20,0.0,MY,2022-07-21 19:26:50
560,Pathein,16.7833,94.7333,76.86,93,100,10.49,MM,2022-07-21 19:26:41
561,Mahon,39.8885,4.2658,82.96,61,0,5.75,ES,2022-07-21 19:26:51
562,Henderson,36.0397,-114.9819,111.33,11,0,4.61,US,2022-07-21 19:24:11
563,Batagay-Alyta,67.8006,130.4114,46.94,84,61,1.07,RU,2022-07-21 19:24:58
564,Emerald,-23.5333,148.1667,52.02,96,27,8.43,AU,2022-07-21 19:26:51
565,Berlevag,70.8578,29.0864,57.15,94,100,4.61,NO,2022-07-21 19:26:52
566,Boo,59.3333,18.2833,78.71,60,0,9.22,SE,2022-07-21 19:26:52
567,Sobolevo,54.4299,31.8996,58.14,89,1,8.39,RU,2022-07-21 19:26:52
568,Luderitz,-26.6481,15.1594,64.92,49,0,8.48,NA,2022-07-21 19:26:53
569,Alta Floresta,-9.8756,-56.0861,96.62,26,20,5.75,BR,2022-07-21 19:26:53
570,Tiznit,29.5833,-9.5,94.5,17,69,3.85,MA,2022-07-21 19:26:53
571,Bilma,18.6853,12.9164,93.83,29,81,10.49,NE,2022-07-21 19:26:54
572,Saint-Joseph,-21.3667,55.6167,64.78,76,28,13.35,RE,2022-07-21 19:26:54
573,Kloulklubed,7.0419,134.2556,82.99,71,94,1.99,PW,2022-07-21 19:26:55
574,Malartic,48.1335,-78.1328,66.31,97,100,13.06,CA,2022-07-21 19:26:55
575,Fare,-16.7,-151.0167,77.0,73,0,10.94,PF,2022-07-21 19:26:55
576,Rudbar,30.15,62.6,97.5,10,10,4.76,AF,2022-07-21 19:26:56
577,Sangmelima,2.9333,11.9833,68.5,93,75,3.78,CM,2022-07-21 19:26:56
578,Coahuayana,18.7333,-103.6833,90.27,62,84,6.91,MX,2022-07-21 19:26:56
579,Mulege,26.8833,-111.9833,98.02,32,0,9.71,MX,2022-07-21 19:26:56
580,Alampur,15.8833,78.15,85.1,64,100,2.93,IN,2022-07-21 19:26:57
581,Longido,-2.7333,36.6833,62.04,72,67,15.95,TZ,2022-07-21 19:26:57
582,Wuwei,37.9281,102.6414,55.83,65,0,5.17,CN,2022-07-21 19:26:57
583,Tres Arroyos,-38.3739,-60.2798,54.64,22,86,6.06,AR,2022-07-21 19:23:49
584,Chicama,-7.8447,-79.1469,61.34,60,93,9.04,PE,2022-07-21 19:26:58
585,Staryy Nadym,65.6118,72.6842,46.76,71,100,5.21,RU,2022-07-21 19:26:58
586,Bilibino,68.0546,166.4372,40.1,72,94,1.97,RU,2022-07-21 19:26:59
587,Ornskoldsvik,63.2909,18.7153,70.75,78,100,13.8,SE,2022-07-21 19:26:59
588,Dong Hoi,17.4833,106.6,77.07,85,89,4.45,VN,2022-07-21 19:26:46
589,Coihaique,-45.5752,-72.0662,34.41,86,75,6.91,CL,2022-07-21 19:24:02
590,Chernyshevskiy,63.0128,112.4714,56.62,90,100,2.95,RU,2022-07-21 19:27:00
591,Bastogne,50.0035,5.7184,68.07,82,31,6.17,BE,2022-07-21 19:27:00
592,Walvis Bay,-22.9575,14.5053,59.95,67,0,5.75,NA,2022-07-21 19:27:00
593,Kondinskoye,59.6481,67.41,54.19,65,9,6.31,RU,2022-07-21 19:27:01
